Sale Order Item Code,Sale Order Received,Original Sale Order Code,Item Name,Item SkuCode,Reverse Pickup No,Tracking No,Dispatched Date,Reference Code,Bulk Return Id,Reverse Pickup Created,Reverse Pickup Last Updated,Reverse Pickup Status,Reverse Pickup Action,Return Reason,Customer Image Url,Replacement Sale Order Code,Channel Name,Total Received Items,QC Comment,Reverse Pickup Created By,Putaway Code,Putaway Created By,Putaway Status,Putaway Last Updated,Courier Provider Name,Return Item Status,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Return Delivery Date,Channel Return Created Date,Return Courier Name,Return Remarks,Item Details
402-0715232-6831555-1-0,2024-06-25 20:19:11,402-0715232-6831555,HFT-22HH-OL,HFT-22HH-OL-36,6be968ef-9396-45f8-8bf2-55ec074cd302,627169256095,2024-06-26 09:13:07,,,2024-07-04 00:33:29,2024-07-11 16:28:47,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT5983158,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:28:47,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-09 17:49:31,2024-07-02 20:48:23,,,
408-2435993-2955521-1,2024-06-22 18:09:22,408-2435993-2955521,HFT-23HCS08-SA_PTPG,HFT-23HCS08-SA_PTPG-34,c119d669-b5ea-4518-a469-7788573118b9,627168821089,2024-06-29 09:04:19,,,2024-07-04 01:33:07,2024-07-11 16:19:16,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5983130,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:19:16,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-08 17:52:06,2024-07-02 18:57:36,,,
405-2374039-2432339-1,2024-06-26 01:14:00,405-2374039-2432339,HFT-HBW02-CR,HFT-HBW02-CR-24,9ecdb7d7-0bdf-4d0a-a78c-6fa6847cc891,627165822324,2024-06-26 09:14:31,,,2024-07-04 02:46:17,2024-07-11 16:19:49,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5983133,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:19:49,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-09 17:49:31,2024-07-01 22:20:31,,,
406-6167647-5211565-1,2024-06-30 18:16:18,406-6167647-5211565,HFT-223HW10-BL_BE,HFT-223HW10-BL_BE-32,6f2a5cab-a61d-4185-ba00-2eaf66488eda,627168394002,2024-07-01 10:22:25,,,2024-07-04 11:02:23,2024-07-31 17:43:57,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT7249876,arpit.tiwari@xpressbees.com,CREATED,2024-07-31 17:43:57,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-08 17:52:06,2024-07-02 17:13:52,,,
331402252373557100-1,2024-05-31 20:31:15,OD331402252373557100,HFT-22HH-JG,HFT-22HH-JG-34,RP2024-2546547,,2024-06-01 14:57:08,,,2024-07-04 11:15:29,2024-07-04 11:15:29,CREATED,WAC,Return To Origin,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5610070,arpit.tiwari@xpressbees.com,CREATED,2024-07-04 11:15:29,,GOOD_INVENTORY,,,,,2024-07-04 11:15:29,,,
9943355117,2024-06-01 21:15:55,fa0818f9-b5ce-4f6b-9152-b1582503be06,BUL-23BDS-5BE,BUL-23BDS-5BE-XL,RP2024-2546548,,2024-06-03 12:00:54,,,2024-07-04 11:15:30,2024-07-04 11:15:30,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5610071,arpit.tiwari@xpressbees.com,CREATED,2024-07-04 11:15:30,,GOOD_INVENTORY,,,,,2024-07-04 11:15:30,,,
9911516705,2024-05-16 00:03:16,a9ccb22c-7c86-4604-aad0-d7a927d3810a,HFT-23HCS10-BLG_PBLG,HFT-23HCS10-BLG_PBLG-32,RP2024-2546549,,2024-05-16 12:48:40,,,2024-07-04 11:15:31,2024-07-04 11:15:30,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5610072,arpit.tiwari@xpressbees.com,CREATED,2024-07-04 11:15:30,,GOOD_INVENTORY,,,,,2024-07-04 11:15:31,,,
35462122-1,2024-06-28 11:02:10,17195525290041384A,HFT-HBW02-CR,HFT-HBW02-CR-30,RP2024-2546550,24591793784427,2024-06-29 09:19:10,,,2024-07-04 12:41:29,2024-07-16 11:23:18,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259874,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:23:18,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-04 12:41:29,,,
9983971923-0,2024-06-27 20:51:55,ad90d04e-0eda-454f-8b7f-145e684e514f,HFT-22HH-H2,HFT-22HH-H2-36,RP2024-2546551,MYSR1064889690,2024-06-28 12:57:26,,,2024-07-04 14:35:18,2024-07-16 11:20:43,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,2,,arpit.tiwari@xpressbees.com,PT6259864,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:20:42,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-04 14:35:18,,,
9983971923-1,2024-06-27 20:51:55,ad90d04e-0eda-454f-8b7f-145e684e514f,HFT-22HH-ON,HFT-22HH-ON-36,RP2024-2546551,MYSR1064889690,2024-06-28 12:57:26,,,2024-07-04 14:35:18,2024-07-16 11:20:43,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,2,,arpit.tiwari@xpressbees.com,PT6259864,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:20:42,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-04 14:35:18,,,
9954716274,2024-06-06 16:24:25,f24f2255-14d7-4a63-896b-9a79ec0b6474,HFT-H3T-NA2_TY_DG2,HFT-H3T-NA2_TY_DG2-36,RP2024-2546552,,2024-06-08 12:22:21,,,2024-07-04 16:09:29,2024-07-04 16:09:28,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5623261,arpit.tiwari@xpressbees.com,CREATED,2024-07-04 16:09:28,,GOOD_INVENTORY,,,,,2024-07-04 16:09:29,,,
59679106893,2024-06-29 17:01:21,59679106893,HFT-22HH-F4,HFT-22HH-F4-26,RP2024-2546553,R834336251SDQ,2024-07-01 09:51:32,,,2024-07-04 16:37:33,2024-07-11 16:27:50,COURIER_ALLOCATED,WAC,Same_product_but_inaccurate_description,,,SNAPDEAL_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5983157,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:27:49,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-04 16:37:33,,,
9983716320,2024-06-27 16:18:01,afae4850-b138-4374-b6ed-f0bb37596885,HFT-HBW02-CR,HFT-HBW02-CR-24,RP2024-2546554,MYSR1065175379,2024-06-28 12:57:26,,,2024-07-04 18:12:52,2024-07-31 17:42:36,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT7249871,arpit.tiwari@xpressbees.com,CREATED,2024-07-31 17:42:36,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-04 18:12:52,,,
431606362494528102-1,2024-06-28 21:51:53,OD431606362494528100,BUL-23BDS-5BE,BUL-23BDS-5BE-XL,RP2024-2546555,FMPR0593701708,2024-06-29 12:25:41,,,2024-07-04 20:35:46,2024-07-16 11:24:48,COURIER_ALLOCATED,WAC,MISSHIPMENT,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259880,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:24:48,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-04 20:35:46,,,
35517403-1,2024-06-30 15:31:58,17197411080091670A,BUL-BTP21-001L,BUL-BTP21-001L-2XL,RP2024-2546556,24591793784893,2024-07-01 09:57:54,,,2024-07-04 20:41:13,2024-07-11 16:53:03,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5983246,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:53:03,ecom_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-04 20:41:13,,,
35548829-1,2024-07-01 21:11:43,17198479940170185A,HFT-H3T-BL_DG2_GM3,HFT-H3T-BL_DG2_GM3-26,RP2024-2546557,24591793784846,2024-07-02 09:43:18,,,2024-07-04 20:41:17,2024-07-16 11:26:02,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259886,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:26:02,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-04 20:41:17,,,
406-5486630-6017917-1,2024-06-25 00:00:02,406-5486630-6017917,HFT-22HH-OL,HFT-22HH-OL-36,5d1c296f-bf5f-421f-bfc2-f0aed71c8bbc,627170156216,2024-06-25 10:15:05,,,2024-07-04 22:43:27,2024-07-16 11:16:35,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259857,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:16:35,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-03 07:54:55,,,
402-2116590-1127521-1,2024-06-27 22:38:00,402-2116590-1127521,HFT-223HW08-SA_BE,HFT-223HW08-SA_BE-24,00466d8e-e320-4ad2-95c9-71d36a5e3b8d,627170353264,2024-06-28 08:59:09,,,2024-07-04 23:50:36,2024-07-27 15:30:16,COURIER_ALLOCATED,WAC,Different from website description,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976539,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:30:16,ATSIN,BAD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-03 09:40:44,,,
331595466720801100-1-1,2024-06-23 05:13:28,OD331595466720801100,HFT-22HH-JG,HFT-22HH-JG-34,RP2024-2546558,FMPR0592629259,2024-06-23 12:48:36,,,2024-07-05 00:41:39,2024-07-20 11:57:53,COURIER_ALLOCATED,WAC,MISSHIPMENT,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494088,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:57:53,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-05 00:41:39,,,
331595466720801100-1-0,2024-06-23 05:13:28,OD331595466720801100,HFT-22HH-RU,HFT-22HH-RU-34,RP2024-2546558,FMPR0592629259,2024-06-23 12:48:36,,,2024-07-05 00:41:39,2024-07-20 11:57:53,COURIER_ALLOCATED,WAC,MISSHIPMENT,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494088,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:57:53,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-05 00:41:39,,,
431607934391090100-1,2024-06-24 16:01:53,OD431607934391090100,HFT-22HH-F2,HFT-22HH-F2-32,RP2024-2546559,FMPR0592614187,2024-06-25 11:55:43,,,2024-07-05 00:41:41,2024-07-16 11:22:01,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259869,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:01,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-05 00:41:41,,,
431614013706487100-1,2024-06-25 08:41:26,OD431614013706487100,HFT-22HH-OL,HFT-22HH-OL-34,RP2024-2546560,FMPR0593637565,2024-06-25 11:55:43,,,2024-07-05 00:41:41,2024-07-20 11:59:07,COURIER_ALLOCATED,WAC,MULTIPLE_ISSUES_WITH_PRODUCT,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6494093,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:59:07,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-05 00:41:41,,,
9988689750,2024-07-02 10:49:08,455df838-5d59-4abe-981a-5730db50df70,HFT-H3T-BL_FG2_GM,HFT-H3T-BL_FG2_GM-24,RP2024-2546561,MYSR1065399730,2024-07-02 12:47:04,,,2024-07-05 10:02:46,2024-07-27 15:27:10,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6976532,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:27:10,ML,BAD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-05 10:02:46,,,
9976702180,2024-06-21 07:21:07,92778626-220a-466f-b68e-39c927684cac,HFT-23HCS08-WM_PNA,HFT-23HCS08-WM_PNA-32,RP2024-2546562,MYER1013826694,2024-06-21 11:33:59,,,2024-07-05 10:37:49,2024-07-16 11:27:21,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6259890,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:27:21,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-05 10:37:49,,,
9988115360,2024-07-01 21:47:54,dbce92aa-e016-4438-a2f8-f3356b2772f1,HFT-HBW02-MU,HFT-HBW02-MU-24,RP2024-2546563,MYSR1065369723,2024-07-02 12:47:04,,,2024-07-05 12:21:52,2024-07-16 11:17:17,COURIER_ALLOCATED,WAC,Product looked old,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6259859,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:17:17,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-05 12:21:52,,,
408-2644250-3341144-1,2024-06-28 22:23:22,408-2644250-3341144,HFT-HBW02-CR,HFT-HBW02-CR-30,06dd81e4-5d3d-4720-8b40-5c40e54cca1a,627172334940,2024-06-29 09:04:19,,,2024-07-05 16:18:09,2024-07-20 12:05:58,COURIER_ALLOCATED,WAC,Style not as expected,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495098,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:05:58,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-03 18:26:24,,,
331643659351283102-1-1,2024-06-28 19:01:48,OD331643659351283100,HFT-22HH-JG,HFT-22HH-JG-30,RP2024-2546564,5964732587181,2024-06-29 12:25:50,,,2024-07-05 16:31:53,2024-07-16 11:22:13,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259870,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:13,Delhivery Reverse,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-14 00:47:40,2024-07-05 16:31:53,,,
331643659351283102-1-0,2024-06-28 19:01:48,OD331643659351283100,HFT-22HH-ON,HFT-22HH-ON-30,RP2024-2546564,5964732587181,2024-06-29 12:25:50,,,2024-07-05 16:31:53,2024-07-16 11:22:13,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259870,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:13,Delhivery Reverse,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-14 00:47:40,2024-07-05 16:31:53,,,
408-3676906-9413919-1,2024-06-28 18:06:08,408-3676906-9413919,HFT-HS523-SA_NA1_MA_ICS_TPG,HFT-HS523-SA_NA1_MA_ICS_TPG-24,76f0d3bc-c2f1-4088-9a29-c418cb9bdaab,627172842179,2024-06-29 09:04:19,,,2024-07-05 20:22:10,2024-07-16 11:35:02,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259896,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:35:02,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-03 20:46:45,,,
408-7487393-4489157-1,2024-06-27 16:30:00,408-7487393-4489157,HFT-22HH-H1,HFT-22HH-H1-36,a1cefb5d-a568-4978-bb21-33cc2b0352b1,627173814427,2024-06-28 08:59:09,,,2024-07-05 22:46:47,2024-07-16 11:26:41,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259889,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:26:41,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-04 08:45:10,,,
403-1221265-7658705-1,2024-06-28 16:44:08,403-1221265-7658705,HFT-H3T-NA2_TY_DG2,HFT-H3T-NA2_TY_DG2-36,99a063a6-68ee-408e-9df1-bff384639de7,627172531684,2024-06-29 09:05:29,,,2024-07-05 22:57:57,2024-07-16 11:22:57,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259872,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:57,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-03 19:18:54,,,
402-1074398-1571541-1-1,2024-06-27 12:08:22,402-1074398-1571541,HFT-22HH-H1,HFT-22HH-H1-24,c5aecea7-f692-43c8-a297-08d357a41b38,627172919765,2024-06-28 09:00:27,,,2024-07-06 07:29:10,2024-07-16 11:26:30,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259888,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:26:30,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-12 16:59:19,2024-07-03 20:59:04,,,
402-1074398-1571541-1-0,2024-06-27 12:08:22,402-1074398-1571541,HFT-22HH-SA,HFT-22HH-SA-24,c5aecea7-f692-43c8-a297-08d357a41b38,627172919765,2024-06-28 09:00:27,,,2024-07-06 07:29:10,2024-07-16 11:26:30,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259888,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:26:30,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-12 16:59:19,2024-07-03 20:59:04,,,
408-8808836-1087521-1,2024-06-30 23:58:56,408-8808836-1087521,HFT-22HH-ON,HFT-22HH-ON-36,e454469d-8663-4900-81fd-274f8ccdd37f,627175740359,2024-07-01 10:22:24,,,2024-07-06 09:15:16,2024-07-16 11:25:37,COURIER_ALLOCATED,WAC,Style not as expected,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259884,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:25:37,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-12 16:59:19,2024-07-04 17:34:32,,,
405-0368238-1631519-1,2024-06-23 17:38:53,405-0368238-1631519,HFT-22HH-H3,HFT-22HH-H3-24,fbc1b701-475f-44dc-be76-7a3e4426cd71,627173016593,2024-06-24 11:13:43,,,2024-07-06 09:29:52,2024-07-16 11:20:54,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259865,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:20:53,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-03 21:26:02,,,
408-2681067-7894711-1,2024-06-30 11:43:39,408-2681067-7894711,HFT-H3T-BL_DG2_GM3,HFT-H3T-BL_DG2_GM3-24,01534bb4-cef7-4d21-9b62-58f8a5ec6f0f,627173890988,2024-07-01 10:22:24,,,2024-07-06 09:30:08,2024-07-16 11:19:27,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259861,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:19:27,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-04 09:20:15,,,
406-6353035-9037954-1,2024-06-29 11:26:40,406-6353035-9037954,HFT-23HCS09-BLG_PBLG,HFT-23HCS09-BLG_PBLG-24,5f256a60-b079-4389-92b0-c1d90c09bb63,627173985714,2024-07-01 10:23:10,,,2024-07-06 11:43:38,2024-07-11 16:25:14,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5983152,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:25:14,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-08 17:52:06,2024-07-04 09:54:39,,,
35518116-1,2024-06-30 16:01:57,17197431060096920A,HFT-22HH-H1,HFT-22HH-H1-24,RP2024-2546565,24591793786259,2024-07-01 09:55:51,,,2024-07-06 16:33:16,2024-07-16 11:17:06,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259858,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:17:06,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-06 16:33:16,,,
35544593-1,2024-07-01 17:21:57,17198343680124873A,HFT-H3T-BL_DG2_GM3,HFT-H3T-BL_DG2_GM3-36,RP2024-2546566,24591793786339,2024-07-02 09:43:49,,,2024-07-06 16:33:22,2024-07-16 11:18:25,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259860,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:18:25,shadowfax_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-06 16:33:22,,,
331671374518625104-1-1,2024-07-02 00:02:20,OD331671374518625100,HFT-22HH-OL,HFT-22HH-OL-32,RP2024-2546567,FMPR0594528318,2024-07-02 12:51:21,,,2024-07-06 16:39:50,2024-07-14 00:47:46,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT5983244,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:51:56,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-14 00:47:46,2024-07-06 16:39:50,,,
331671374518625104-1-0,2024-07-02 00:02:20,OD331671374518625100,HFT-22HH-ON,HFT-22HH-ON-32,RP2024-2546567,FMPR0594528318,2024-07-02 12:51:21,,,2024-07-06 16:39:50,2024-07-14 00:47:46,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT5983244,arpit.tiwari@xpressbees.com,CREATED,2024-07-11 16:51:56,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-14 00:47:46,2024-07-06 16:39:50,,,
431676046312320100-1-0,2024-07-02 13:02:06,OD431676046312320100,HFT-22HH-F1,HFT-22HH-F1-36,RP2024-2546568,FMPR0594517590,2024-07-02 14:57:20,,,2024-07-06 16:39:51,2024-07-16 11:22:45,COURIER_ALLOCATED,WAC,SMART_PICKUP_CHECK_OVERRIDE,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259871,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:45,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-16 00:37:37,2024-07-06 16:39:51,,,
431676046312320100-1-1,2024-07-02 13:02:06,OD431676046312320100,HFT-22HH-OL,HFT-22HH-OL-36,RP2024-2546568,FMPR0594517590,2024-07-02 14:57:20,,,2024-07-06 16:39:51,2024-07-16 11:22:45,COURIER_ALLOCATED,WAC,SMART_PICKUP_CHECK_OVERRIDE,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259871,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:22:45,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-16 00:37:37,2024-07-06 16:39:51,,,
