Sale Order No,Shipping Package Code,Shipping Package Status,Shipping Provider,Shipping Courier,AWB No,Return Delivery Date,RTO Reason,Created,Channel Created,Return Manifest Code,Return Manifest Status,Return Manifest Created By,Return Manifest Created At,Reshipment Action,Channel,Putaway No,Putaway Status,Putaway By,Putaway Date,Dispatch Facility,Return Facility
S252186676,XBFN2024-2526422,RETURN_EXPECTED,DELHIVERY,,195042065463292,2024-07-12 22:47:13,,2024-07-09 18:56:05,2024-07-09 18:56:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252188932,XBFN2024-2526433,RETURN_EXPECTED,DELHIVERY,,195042065476710,2024-07-25 21:34:35,,2024-07-22 18:02:23,2024-07-22 18:02:23,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252191244,XBFN2024-2526446,RETURN_EXPECTED,XPRESSBEES,,13670417000120,,,2024-07-12 18:46:03,2024-07-12 18:46:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252193971,XBFN2024-2526469,RETURN_EXPECTED,DELHIVERY,,195042065508431,2024-07-11 22:58:02,,2024-07-10 19:01:03,2024-07-10 19:01:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252196440,XBFN2024-2526482,RETURN_EXPECTED,XPRESSBEES,,13670417003708,,,2024-07-25 21:36:09,2024-07-25 21:36:09,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252196650,XBFN2024-2526484,RETURN_EXPECTED,DELHIVERY,,195042065525080,2024-07-18 22:36:11,,2024-07-15 18:24:34,2024-07-15 18:24:34,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431693992422443100,XBFN2024-2526497,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3851789729,,,2024-07-06 16:18:56,2024-07-06 16:18:56,RM2024-258954,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:35,,FK_BG_FRK,PT2724937,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:35,XB Farukhnagar,XB Farukhnagar
1004579694,XBFN2024-2526501,RETURN_EXPECTED,DELHIVERY,,195042065568723,2024-07-18 22:36:14,,2024-07-16 14:47:03,2024-07-16 14:47:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252200707,XBFN2024-2526506,RETURN_EXPECTED,DELHIVERY,,195042065575093,2024-07-20 06:30:08,,2024-07-17 18:24:16,2024-07-17 18:24:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
445ec970-efda-4bd7-8f86-573c5e0f8158,XBFN2024-2526526,RETURN_ACKNOWLEDGED,ATS,ATS,627193556789,2024-07-15 20:22:55,REJECT,2024-07-09 20:05:56,2024-07-09 16:43:06,RM2024-258844,CLOSED,arpit.tiwari@xpressbees.com,2024-07-21 17:24:34,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2646267,CREATED,arpit.tiwari@xpressbees.com,2024-07-21 17:24:34,XB Farukhnagar,XB Farukhnagar
S252207651,XBFN2024-2526540,RETURN_EXPECTED,DELHIVERY,,195042065623161,2024-07-16 22:37:20,,2024-07-15 18:25:15,2024-07-15 18:25:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431694629437728100,XBFN2024-2526551,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3851774470,2024-07-19 00:40:56,,2024-07-09 20:49:18,2024-07-09 20:49:18,RM2024-258926,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:19,,FK_BG_FRK,PT2724909,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:19,XB Farukhnagar,XB Farukhnagar
S252209770,XBFN2024-2526552,RETURN_EXPECTED,DELHIVERY,,195042065639622,2024-07-12 22:48:10,,2024-07-09 18:56:15,2024-07-09 18:56:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252210234,XBFN2024-2526553,RETURN_EXPECTED,DELHIVERY,,195042065644076,2024-07-10 23:05:12,,2024-07-08 19:15:10,2024-07-08 19:15:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
1004585221,XBFN2024-2526554,RETURN_EXPECTED,DELHIVERY,,195042065645745,2024-07-27 13:36:08,,2024-07-12 14:39:03,2024-07-12 14:39:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17200922338441416675,XBFN2024-2526563,RETURN_ACKNOWLEDGED,xpressbees_jio,,14591741999496,,,2024-07-13 20:39:44,2024-07-13 20:39:44,RM2024-258884,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:13:47,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,PT2724866,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:13:47,XB Farukhnagar,XB Farukhnagar
S252216853,XBFN2024-2526587,RETURN_EXPECTED,DELHIVERY,,195042065704280,2024-07-22 21:56:23,,2024-07-17 18:24:29,2024-07-17 18:24:29,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17200962706211490199,XBFN2024-2526590,RETURN_ACKNOWLEDGED,xpressbees_jio,,14591742003717,,,2024-07-13 12:37:45,2024-07-13 12:37:45,RM2024-2523379,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:25,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,PT3026977,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:25,XB Farukhnagar,XB Farukhnagar
S252217890,XBFN2024-2526593,RETURN_EXPECTED,DELHIVERY,,195042065711593,2024-07-17 22:24:22,,2024-07-15 18:25:28,2024-07-15 18:25:28,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252228131,XBFN2024-2526650,RETURN_EXPECTED,DELHIVERY,,195042065784975,2024-07-16 22:38:14,,2024-07-15 18:25:42,2024-07-15 18:25:42,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252229038,XBFN2024-2526655,RETURN_EXPECTED,XPRESSBEES,,13670417028401,,,2024-07-22 18:05:04,2024-07-22 18:05:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252229564,XBFN2024-2526657,RETURN_EXPECTED,XPRESSBEES,,13670417028764,,,2024-07-10 19:03:05,2024-07-10 19:03:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431695959321186100,XBFN2024-2526670,RETURN_EXPECTED,E-Kart Logistics,,FMPP2415974863,,,2024-07-06 16:18:57,2024-07-06 16:18:57,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
1004597416,XBFN2024-2526675,RETURN_EXPECTED,DELHIVERY,,195042065809081,2024-07-16 22:38:20,,2024-07-11 14:49:05,2024-07-11 14:49:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252232293,XBFN2024-2526677,RETURN_EXPECTED,DELHIVERY,,195042065810691,2024-07-16 22:38:21,,2024-07-12 14:40:16,2024-07-12 14:40:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331658355333037101,XBFN2024-2526692,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPP2415967566,,,2024-07-12 00:46:08,2024-07-12 00:46:08,RM2024-2523303,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:50:10,,FK_BG_FRK,PT3026900,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:50:10,XB Farukhnagar,XB Farukhnagar
S252234739,XBFN2024-2526694,RETURN_EXPECTED,DELHIVERY,,195042065827270,,,2024-07-15 18:27:08,2024-07-15 18:27:08,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252245539,XBFN2024-2526746,RETURN_EXPECTED,XPRESSBEES,,13670417040632,,,2024-07-30 17:12:08,2024-07-30 17:12:08,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
81463a5c-67ed-4a59-8d9b-4fb32626c846,XBFN2024-2526750,RETURN_ACKNOWLEDGED,ECX,,454951293,2024-07-19 18:40:29,REJECT,2024-07-11 13:50:02,2024-07-11 10:49:02,RM2024-2523391,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:20,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028716,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:20,XB Farukhnagar,XB Farukhnagar
f98667cd-399a-4deb-a965-63a3ba2298af,XBFN2024-2526751,RETURN_ACKNOWLEDGED,ATS,ATS,627188579656,2024-07-13 19:45:59,REJECT,2024-07-09 12:22:54,2024-07-08 12:51:10,RM2024-258660,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:03:02,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188866,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:03:02,XB Farukhnagar,XB Farukhnagar
431696840724172100,XBFN2024-2526771,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPP2415934269,2024-07-23 00:34:16,,2024-07-13 20:29:19,2024-07-13 20:29:19,RM2024-2523300,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:50:08,,FK_BG_FRK,PT3026897,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:50:08,XB Farukhnagar,XB Farukhnagar
17201136947321795141,XBFN2024-2526776,RETURN_ACKNOWLEDGED,xpressbees_jio,,14591742003294,,,2024-07-13 00:38:49,2024-07-13 00:38:49,RM2024-258831,CLOSED,arpit.tiwari@xpressbees.com,2024-07-20 18:03:38,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,PT2572925,CREATED,arpit.tiwari@xpressbees.com,2024-07-20 18:03:38,XB Farukhnagar,XB Farukhnagar
S252252837,XBFN2024-2526781,RETURN_EXPECTED,XPRESSBEES,,13670417045260,,,2024-07-22 18:06:20,2024-07-22 18:06:20,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252254979,XBFN2024-2526796,RETURN_EXPECTED,XPRESSBEES,,13670417046608,,,2024-08-01 16:48:02,2024-08-01 16:48:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
5b5f6a0f-9291-4bc6-806c-54c3c067bd4f,XBFN2024-2526807,RETURN_ACKNOWLEDGED,ATS,ATS,627187156551,2024-07-15 20:22:55,REJECT,2024-07-10 01:33:52,2024-07-07 22:28:43,RM2024-258850,CLOSED,arpit.tiwari@xpressbees.com,2024-07-21 17:33:19,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2646283,CREATED,arpit.tiwari@xpressbees.com,2024-07-21 17:33:19,XB Farukhnagar,XB Farukhnagar
6d541a0d-d341-40c8-8621-9c46f32b4284,XBFN2024-2526808,RETURN_ACKNOWLEDGED,ATS,ATS,627188242178,2024-07-15 20:22:55,REJECT,2024-07-09 23:29:43,2024-07-08 11:31:03,RM2024-258848,CLOSED,arpit.tiwari@xpressbees.com,2024-07-21 17:32:43,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2646281,CREATED,arpit.tiwari@xpressbees.com,2024-07-21 17:32:43,XB Farukhnagar,XB Farukhnagar
57a31f7f-b2f8-4e86-8978-d5eb0449d514,XBFN2024-2526821,RETURN_ACKNOWLEDGED,ATS,ATS,627193543802,2024-07-17 18:48:12,REJECT,2024-07-10 22:55:52,2024-07-09 16:35:02,RM2024-258870,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 16:08:01,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2721268,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 16:08:01,XB Farukhnagar,XB Farukhnagar
b4e05798-7ee3-4cb8-a092-f3a1ac9a5d14,XBFN2024-2526825,RETURN_ACKNOWLEDGED,ATS,ATS,627199450074,2024-07-22 18:01:40,REJECT,2024-07-12 07:23:52,2024-07-11 09:05:39,RM2024-2523404,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028848,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,XB Farukhnagar,XB Farukhnagar
96252cc5-a446-4088-917e-3b3c586c6458,XBFN2024-2526832,RETURN_ACKNOWLEDGED,ATS,ATS,627180042837,2024-07-13 19:45:59,REJECT,2024-07-08 14:28:01,2024-07-05 20:43:05,RM2024-258669,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:23:51,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188884,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:23:51,XB Farukhnagar,XB Farukhnagar
S252259842,XBFN2024-2526844,RETURN_EXPECTED,XPRESSBEES,,13670417050382,,,2024-07-25 21:40:08,2024-07-25 21:40:08,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252260981,XBFN2024-2526846,RETURN_EXPECTED,DELHIVERY,,195042066027131,2024-07-22 22:00:12,,2024-07-17 18:27:05,2024-07-17 18:27:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252262983,XBFN2024-2526855,RETURN_EXPECTED,XPRESSBEES,,13670417052721,,,2024-07-12 18:50:06,2024-07-12 18:50:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
c59588d5-157e-433a-9c89-12599ada9ff9,XBFN2024-2526856,RETURN_ACKNOWLEDGED,ATS,ATS,627186414850,2024-07-13 19:45:59,REJECT,2024-07-09 07:08:44,2024-07-07 18:30:49,RM2024-258673,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:36:04,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188892,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:36:04,XB Farukhnagar,XB Farukhnagar
S252266810,XBFN2024-2526866,RETURN_EXPECTED,DELHIVERY,,195042066071916,2024-07-29 17:09:02,,2024-07-22 18:06:33,2024-07-22 18:06:33,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
68e2dad1-2912-4018-9920-295c62534009,XBFN2024-2526880,RETURN_ACKNOWLEDGED,ATS,ATS,627183563780,2024-07-15 20:22:54,REJECT,2024-07-10 05:53:06,2024-07-06 20:12:07,RM2024-258841,CLOSED,arpit.tiwari@xpressbees.com,2024-07-21 17:19:29,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2646258,CREATED,arpit.tiwari@xpressbees.com,2024-07-21 17:19:29,XB Farukhnagar,XB Farukhnagar
S252272429,XBFN2024-2526882,RETURN_EXPECTED,DELHIVERY,,195042066160584,2024-07-20 18:18:02,,2024-07-17 18:28:04,2024-07-17 18:28:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252273836,XBFN2024-2526888,RETURN_EXPECTED,DELHIVERY,,195042066172731,2024-07-24 14:08:10,,2024-07-19 14:41:18,2024-07-19 14:41:18,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252274267,XBFN2024-2526891,RETURN_EXPECTED,XPRESSBEES,,13670417061358,,,2024-07-12 18:50:13,2024-07-12 18:50:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252279522,XBFN2024-2526907,RETURN_EXPECTED,DELHIVERY,,195042066237330,2024-07-31 20:30:20,,2024-07-31 17:08:13,2024-07-31 17:08:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252280938,XBFN2024-2526915,RETURN_EXPECTED,DELHIVERY,,195042066305436,2024-07-29 17:09:13,,2024-07-27 17:38:05,2024-07-27 17:38:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
6606fd1b-8a0f-490f-b6e8-a91671d3cca7,XBFN2024-2526916,RETURN_ACKNOWLEDGED,ATS,ATS,627188993520,2024-07-13 19:45:59,REJECT,2024-07-09 07:54:20,2024-07-08 14:25:47,RM2024-258675,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 14:44:57,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2188898,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 14:44:57,XB Farukhnagar,XB Farukhnagar
S252284452,XBFN2024-2526932,RETURN_EXPECTED,XPRESSBEES,,13670417073504,,,2024-07-10 19:05:16,2024-07-10 19:05:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
18fc4582-7c3e-4969-af6a-c234921c2e2a,XBFN2024-2526946,RETURN_ACKNOWLEDGED,flipkartlogistics,,MYSC1089705661,,,2024-07-11 12:25:14,2024-07-11 12:25:14,RM2024-258715,CLOSED,arpit.tiwari@xpressbees.com,2024-07-15 16:46:12,,MY_BG_FRK,PT2252934,CREATED,arpit.tiwari@xpressbees.com,2024-07-15 16:46:12,XB Farukhnagar,XB Farukhnagar
431700561322735100,XBFN2024-2526953,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3854438871,,,2024-07-08 20:36:42,2024-07-08 20:36:42,RM2024-258916,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:14,,FK_BG_FRK,PT2724899,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:14,XB Farukhnagar,XB Farukhnagar
7b074002-6333-45b7-a913-0d299e455566,XBFN2024-2526954,RETURN_ACKNOWLEDGED,flipkartlogistics,,MYSC1089706073,,,2024-07-08 19:15:55,2024-07-08 19:15:55,RM2024-258681,CLOSED,arpit.tiwari@xpressbees.com,2024-07-14 17:45:45,,MY_BG_FRK,PT2198510,CREATED,arpit.tiwari@xpressbees.com,2024-07-14 17:45:45,XB Farukhnagar,XB Farukhnagar
S252294771,XBFN2024-2526963,RETURN_EXPECTED,XPRESSBEES,,13670417080614,,,2024-07-25 21:40:42,2024-07-25 21:40:42,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431700830154563100,XBFN2024-2526969,RETURN_EXPECTED,E-Kart Logistics,,FMPP2417725414,,,2024-07-11 20:27:24,2024-07-11 20:27:24,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S252300893,XBFN2024-2526977,RETURN_EXPECTED,DELHIVERY,,195042066439991,2024-07-20 18:18:22,,2024-07-17 18:28:22,2024-07-17 18:28:22,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252305312,XBFN2024-2526989,RETURN_EXPECTED,XPRESSBEES,,13670417087656,,,2024-07-31 04:42:11,2024-07-31 04:42:11,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252307365,XBFN2024-2526993,RETURN_EXPECTED,XPRESSBEES,,13670417088961,,,2024-07-19 18:26:03,2024-07-19 18:26:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252309436,XBFN2024-2526998,RETURN_EXPECTED,DELHIVERY,,195042066476450,2024-07-15 14:29:18,,2024-07-11 14:52:06,2024-07-11 14:52:06,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
282bcb6e-1929-47b9-bb6d-1b98c1d5d9d9,XBFN2024-2527000,RETURN_ACKNOWLEDGED,ecomexpress,,10358466871,,,2024-07-22 10:40:38,2024-07-22 10:40:38,RM2024-2523359,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:05,,MY_BG_FRK,PT3026957,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:05,XB Farukhnagar,XB Farukhnagar
S252309714,XBFN2024-2527003,RETURN_EXPECTED,XPRESSBEES,,13670417090463,,,2024-07-18 22:41:24,2024-07-18 22:41:24,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
b20d70ee-3445-4ac3-80e3-4efd03d4c20f,XBFN2024-2527007,RETURN_ACKNOWLEDGED,ATS,ATS,627205458902,2024-07-20 16:49:47,REJECT,2024-07-15 00:47:52,2024-07-12 18:50:40,RM2024-2523394,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028807,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,XB Farukhnagar,XB Farukhnagar
b783127c-cb86-4b99-9568-5a0f0f708d9b,XBFN2024-2527008,RETURN_ACKNOWLEDGED,ATS,ATS,627204752308,2024-07-20 16:49:47,REJECT,2024-07-13 11:47:44,2024-07-12 15:45:54,RM2024-2523395,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028820,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,XB Farukhnagar,XB Farukhnagar
431701644672065400,XBFN2024-2527031,RETURN_EXPECTED,E-Kart Logistics,,FMPC3854549040,2024-07-18 00:21:42,,2024-07-09 00:41:28,2024-07-09 00:41:28,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
331701777887623400,XBFN2024-2527038,RETURN_EXPECTED,E-Kart Logistics,,10358915135,,,2024-07-08 12:25:22,2024-07-08 12:25:22,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S252328707,XBFN2024-2527057,RETURN_EXPECTED,XPRESSBEES,,13670417103948,,,2024-07-22 18:10:04,2024-07-22 18:10:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331702054721008100,XBFN2024-2527060,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPP2417753008,,,2024-07-07 16:33:12,2024-07-07 16:33:12,RM2024-258913,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:12,,FK_BG_FRK,PT2724896,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:12,XB Farukhnagar,XB Farukhnagar
S252330006,XBFN2024-2527066,RETURN_EXPECTED,DELHIVERY,,195042066625723,2024-07-16 22:42:23,,2024-07-15 18:31:13,2024-07-15 18:31:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
e859a975-7b78-4d53-ad70-d4f8211601dc,XBFN2024-2527081,RETURN_ACKNOWLEDGED,ecomexpress,,10359292248,,,2024-07-22 10:40:55,2024-07-22 10:40:55,RM2024-2523371,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:11,,MY_BG_FRK,PT3026969,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:51:11,XB Farukhnagar,XB Farukhnagar
1004674232,XBFN2024-2527084,RETURN_EXPECTED,DELHIVERY,,195042066682692,2024-07-18 22:42:08,,2024-07-16 14:52:05,2024-07-16 14:52:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
4dd5d44b-dda1-4bf4-a6ac-35ea30ffdc87,XBFN2024-2527086,RETURN_ACKNOWLEDGED,ATS,ATS,627207725514,2024-07-19 18:40:29,REJECT,2024-07-13 20:48:30,2024-07-13 12:38:30,RM2024-258857,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 15:45:33,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2718279,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 15:45:33,XB Farukhnagar,XB Farukhnagar
S252337788,XBFN2024-2527101,RETURN_EXPECTED,DELHIVERY,,195042066705711,2024-07-15 14:31:05,,2024-07-11 14:52:15,2024-07-11 14:52:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252340812,XBFN2024-2527111,RETURN_EXPECTED,DELHIVERY,,195042066725926,2024-07-20 06:36:20,,2024-07-15 18:31:23,2024-07-15 18:31:23,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331702547954879100,XBFN2024-2527117,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3854451690,2024-07-19 00:40:58,,2024-07-09 16:46:58,2024-07-09 16:46:58,RM2024-258902,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:01,,FK_BG_FRK,PT2724885,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 17:49:01,XB Farukhnagar,XB Farukhnagar
1c26fe48-bfb4-4814-9b41-7fbdb0d041a3,XBFN2024-2527137,RETURN_ACKNOWLEDGED,flipkartlogistics,,MYSC1089923265,,,2024-07-15 11:55:49,2024-07-15 11:55:49,RM2024-258800,CLOSED,arpit.tiwari@xpressbees.com,2024-07-17 17:47:57,,MY_BG_FRK,PT2374940,CREATED,arpit.tiwari@xpressbees.com,2024-07-17 17:47:57,XB Farukhnagar,XB Farukhnagar
S252350127,XBFN2024-2527140,RETURN_EXPECTED,XPRESSBEES,,13670417119204,,,2024-07-12 18:52:15,2024-07-12 18:52:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S252351044,XBFN2024-2527146,RETURN_EXPECTED,XPRESSBEES,,13670417119874,,,2024-07-12 18:52:15,2024-07-12 18:52:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
cc5a55b9-5718-4dba-81c9-9a9a3c604529,XBFN2024-2527149,RETURN_ACKNOWLEDGED,ATS,,342500757801,2024-07-19 18:42:54,REJECT,2024-07-08 21:53:41,2024-07-08 21:52:24,RM2024-2523401,CLOSED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT3028845,CREATED,arpit.tiwari@xpressbees.com,2024-07-26 00:55:21,XB Farukhnagar,XB Farukhnagar
S252353635,XBFN2024-2527154,RETURN_EXPECTED,XPRESSBEES,,13670417121867,,,2024-07-12 18:52:16,2024-07-12 18:52:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331703068338949100,XBFN2024-2527161,RETURN_ACKNOWLEDGED,E-Kart Logistics,,FMPC3854429165,,,2024-07-08 20:36:49,2024-07-08 20:36:49,RM2024-258984,CLOSED,arpit.tiwari@xpressbees.com,2024-07-22 18:05:07,,FK_BG_FRK,PT2728464,CREATED,arpit.tiwari@xpressbees.com,2024-07-22 18:05:07,XB Farukhnagar,XB Farukhnagar
b02b5b8e-67f7-4c54-835e-f3c2595af9a6,XBFN2024-2527167,RETURN_ACKNOWLEDGED,ATS,ATS,627194226575,2024-07-15 20:22:54,REJECT,2024-07-10 10:34:06,2024-07-09 19:18:11,RM2024-258845,CLOSED,arpit.tiwari@xpressbees.com,2024-07-21 17:31:07,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,PT2646277,CREATED,arpit.tiwari@xpressbees.com,2024-07-21 17:31:07,XB Farukhnagar,XB Farukhnagar
S252360232,XBFN2024-2527176,RETURN_EXPECTED,XPRESSBEES,,13670417126572,,,2024-07-10 19:09:04,2024-07-10 19:09:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
